beneficiary_id,household_size,municipality_code,program,amount_eur,joined_date,last_updated
1183,1,AA018,food_subsidy,1877.6,2022-09-14,2020-10-13
1937,6,AA009,family_allowance,1471.69,2019-05-05,2018-08-04
1823,1,AA013,family_allowance,2204.78,2021-03-02,2021-06-26
1088,8,AA001,housing_support,581.61,2024-04-28,2026-04-18
1637,4,AA015,housing_support,1520.06,2023-07-14,
1794,4,AA018,family_allowance,461.36,2022-08-07,2024-01-28
1354,1,AA011,family_allowance,1921.43,2022-03-22,2026-02-26
1314,2,AA007,food_subsidy,2459.48,2022-09-16,2018-09-03
1145,5,AA003,family_allowance,2311.06,2023-10-30,2022-03-06
1594,2,AA017,family_allowance,1629.32,2022-06-04,2024-05-14
1063,7,AA005,family_allowance,800.02,2021-07-14,
1402,6,AA011,housing_support,752.69,2018-11-02,
1798,2,AA005,family_allowance,494.5,2023-03-24,2019-05-10
1366,4,AA015,housing_support,1212.03,2019-05-07,2025-09-11
1311,1,AA007,housing_support,455.98,2025-12-22,2021-12-28
1525,1,AA010,housing_support,2068.22,2019-12-14,2022-07-15
1875,8,AA018,food_subsidy,1420.29,2019-01-23,2019-07-27
1124,1,AA002,family_allowance,413.72,2022-06-29,2025-01-25
1960,2,AA019,food_subsidy,721.17,2018-11-04,2018-09-22
1202,8,AA005,family_allowance,2272.19,2021-09-20,2023-03-04
1443,7,AA016,family_allowance,1018.55,2022-10-14,2020-05-29
1191,5,AA009,housing_support,2220.22,2018-05-22,2024-12-02
1251,5,AA016,housing_support,2218.67,2023-05-17,2021-02-19
1392,3,AA014,family_allowance,1642.37,2023-11-24,2024-02-05
1813,1,AA013,food_subsidy,961.87,2024-02-09,2021-11-10
1329,7,AA009,family_allowance,162.55,2024-09-11,2021-02-24
1059,8,AA017,housing_support,1940.42,2020-08-11,
1102,4,AA008,housing_support,1380.85,2026-04-07,2020-06-17
1866,7,AA012,family_allowance,522.64,2024-08-23,2026-04-12
1714,6,AA019,family_allowance,1788.29,2021-12-11,
1577,3,AA019,family_allowance,2108.07,2023-07-10,2019-12-21
1092,1,AA008,food_subsidy,625.14,2023-11-27,2021-09-20
1939,4,AA005,housing_support,1820.65,2021-08-18,2019-08-29
1600,3,AA004,food_subsidy,2165.61,2018-10-25,2025-06-05
1330,3,AA006,food_subsidy,2376.86,2025-03-03,
1324,3,AA018,food_subsidy,2235.04,2024-11-18,2020-07-03
1387,5,AA010,family_allowance,526.5,2018-01-08,
1971,7,AA019,family_allowance,537.0,2021-07-27,
1990,4,AA019,family_allowance,2348.05,2019-07-31,2018-11-15
1243,6,AA011,family_allowance,1626.85,2018-12-30,2025-07-07
1907,6,AA015,family_allowance,736.51,2020-10-19,2021-12-06
1262,2,AA001,family_allowance,1026.25,2026-03-20,2019-11-13
1504,7,AA012,food_subsidy,1000.83,2023-05-18,2024-06-25
1666,4,AA006,housing_support,276.9,2018-05-17,2021-07-29
1267,2,AA003,housing_support,508.25,2022-03-18,2018-11-04
1560,2,AA011,food_subsidy,2464.66,2023-06-01,2022-11-02
1965,3,AA020,housing_support,477.05,2019-02-19,2020-02-18
1567,5,AA010,housing_support,670.12,2018-07-23,2024-03-01
1860,8,AA005,family_allowance,965.99,2022-10-18,2025-06-04
1614,8,AA007,family_allowance,161.77,2019-12-01,2018-12-02
1484,2,AA010,housing_support,1230.27,2025-05-31,2025-03-14
1396,3,AA012,housing_support,986.56,2022-12-31,2022-12-07
1476,5,AA008,housing_support,1454.19,2019-09-12,2025-06-26
1099,2,AA012,food_subsidy,1093.57,2024-08-12,2018-09-07
1535,7,AA018,food_subsidy,2180.55,2023-04-29,2020-08-23
1404,1,AA017,food_subsidy,2261.09,2024-05-29,2024-12-15
1123,8,AA006,family_allowance,2433.2,2020-02-29,2022-10-01
1445,4,AA005,food_subsidy,718.93,2026-02-26,
1068,2,AA013,food_subsidy,1053.65,2021-08-28,2023-10-30
1805,7,AA004,housing_support,459.14,2024-05-09,2019-02-15
1947,2,AA019,family_allowance,1985.79,2024-01-03,2022-08-11
1670,8,AA019,food_subsidy,1235.31,2019-12-07,2019-08-13
1633,7,AA002,housing_support,2234.98,2021-09-19,2018-07-21
1486,5,AA012,family_allowance,910.88,2021-05-26,2023-07-07
1878,2,AA008,family_allowance,821.15,2022-12-20,2021-08-07
1275,7,AA020,food_subsidy,314.29,2022-12-15,2022-07-26
1758,8,AA017,housing_support,2070.44,2023-10-12,2018-09-26
1318,7,AA005,food_subsidy,2210.4,2018-04-29,2020-04-02
1857,1,AA008,family_allowance,1195.48,2022-01-16,2021-01-27
1377,8,AA017,housing_support,1624.98,2019-05-23,2020-09-17
1381,8,AA020,housing_support,526.2,2023-04-28,2021-12-03
1352,3,AA009,food_subsidy,2094.09,2019-01-06,2022-05-03
1166,4,AA008,food_subsidy,640.27,2020-04-26,2022-08-05
1020,1,AA016,family_allowance,1653.69,2024-09-28,2020-07-05
1622,5,AA009,housing_support,2249.16,2021-11-29,2020-06-12
1533,7,AA019,family_allowance,117.63,2025-06-06,
1859,6,AA018,food_subsidy,1525.05,2021-03-03,2019-03-19
1493,2,AA011,housing_support,1637.43,2021-02-08,2025-12-22
1975,5,AA007,family_allowance,1341.5,2020-09-11,2024-09-23
1413,6,AA005,food_subsidy,161.09,2023-07-31,
1265,7,AA013,housing_support,1868.16,2024-07-16,2024-06-01
1835,4,AA011,food_subsidy,1812.09,2025-09-12,2023-05-03
1928,6,AA017,housing_support,2129.01,2025-05-17,2020-01-12
1300,2,AA016,family_allowance,1878.21,2026-02-18,2020-01-20
1969,6,AA003,family_allowance,952.68,2021-06-11,2021-09-19
1380,5,AA019,housing_support,1213.03,2019-04-28,2025-02-11
1597,2,AA016,family_allowance,1301.15,2025-08-20,2021-05-07
1205,6,AA014,food_subsidy,2242.83,2023-02-18,2026-01-10
1082,8,AA011,food_subsidy,2467.94,2021-07-07,2018-01-20
1280,4,AA006,food_subsidy,1934.76,2023-06-29,2018-12-27
1132,7,AA014,housing_support,1129.66,2023-05-10,2018-06-04
1546,4,AA012,family_allowance,2240.82,2023-12-16,2025-08-03
1004,4,AA008,food_subsidy,2204.76,2021-07-02,2022-04-21
1313,3,AA003,family_allowance,815.69,2021-04-06,2023-11-02
1345,7,AA005,housing_support,2490.73,2023-07-01,2020-02-11
1940,7,AA001,family_allowance,638.37,2019-06-22,2018-03-31
1516,3,AA004,housing_support,1806.66,2018-06-03,2025-03-07
1049,1,AA004,food_subsidy,2106.69,2018-07-17,2022-09-04
1454,7,AA004,food_subsidy,706.57,2025-11-14,2025-10-18
1702,1,AA010,housing_support,1687.99,2025-06-06,2024-12-25
1620,3,AA014,family_allowance,1327.8,2024-12-05,2019-04-12
1108,8,AA007,food_subsidy,579.4,2020-12-13,2020-04-06
1164,1,AA018,housing_support,2284.86,2025-09-19,
1338,4,AA001,family_allowance,1711.92,2019-03-29,2025-07-03
1505,3,AA003,food_subsidy,280.12,2026-02-11,2020-11-14
1659,4,AA015,housing_support,733.9,2018-07-25,2019-12-17
1895,1,AA010,housing_support,2023.83,2021-07-04,2019-04-20
1871,1,AA001,family_allowance,1692.05,2019-11-30,2022-11-28
1978,5,AA003,housing_support,2055.91,2020-01-20,2022-06-28
1985,8,AA009,housing_support,1755.77,2023-05-13,2025-04-11
1743,1,AA006,family_allowance,1098.47,2024-08-16,2024-05-19
1185,7,AA012,food_subsidy,169.16,2025-09-04,2026-02-26
1996,3,AA016,housing_support,371.05,2022-08-12,2018-09-17
1721,4,AA011,food_subsidy,1355.45,2025-11-09,2022-11-08
1677,4,AA016,housing_support,1692.91,2025-03-12,2024-04-05
1913,1,AA001,food_subsidy,2342.49,2023-09-02,2023-07-24
1890,3,AA003,housing_support,869.52,2021-09-17,
1836,4,AA003,housing_support,1166.05,2024-06-05,2023-08-04
1457,6,AA004,housing_support,1888.57,2018-03-14,2022-08-16
1036,1,AA003,food_subsidy,2411.61,2025-02-24,2023-09-14
1575,4,AA015,housing_support,972.02,2018-08-11,2023-02-05
1573,8,AA012,food_subsidy,1186.08,2019-02-04,2020-06-27
1002,6,AA012,food_subsidy,2414.64,2021-04-10,2022-03-12
1046,3,AA016,family_allowance,2072.41,2026-04-30,2019-03-15
1952,7,AA007,housing_support,2078.93,2020-02-20,2019-03-18
1775,7,AA002,food_subsidy,2109.92,2024-08-08,2023-01-20
1468,3,AA016,family_allowance,1372.87,2018-07-18,2022-11-08
1858,8,AA017,family_allowance,1760.36,2019-12-13,2019-06-10
1106,7,AA020,food_subsidy,2218.47,2023-08-27,2022-09-11
1254,5,AA013,housing_support,2429.18,2023-01-29,2019-07-20
1422,5,AA018,housing_support,1808.5,2024-03-17,2020-04-02
1731,5,AA012,food_subsidy,418.41,2025-12-19,2019-12-30
1555,6,AA004,housing_support,1449.47,2024-07-15,2025-06-25
1727,7,AA018,housing_support,2205.95,2022-09-27,2023-11-12
1025,7,AA005,family_allowance,1708.61,2020-03-29,2019-10-22
1707,5,AA007,food_subsidy,177.54,2023-01-28,2025-07-29
1757,4,AA018,housing_support,670.23,2025-10-22,2025-06-14
1048,7,AA013,housing_support,2396.08,2025-09-07,2024-03-11
1013,5,AA007,food_subsidy,2185.24,2022-12-20,2025-02-08
1726,6,AA019,food_subsidy,1872.28,2020-03-15,2020-03-03
1301,8,AA006,food_subsidy,278.73,2019-12-13,2019-05-04
1041,7,AA009,food_subsidy,734.18,2019-10-22,2020-11-10
1959,3,AA002,family_allowance,2328.71,2024-09-10,2025-01-05
1863,5,AA016,food_subsidy,1420.38,2018-10-26,2021-07-25
1538,4,AA006,food_subsidy,263.62,2023-09-01,2024-02-03
1094,6,AA008,family_allowance,1692.0,2021-09-18,2020-06-13
1973,8,AA018,food_subsidy,121.13,2025-07-02,2020-09-11
1636,4,AA002,food_subsidy,2225.58,2022-04-12,
1395,5,AA018,food_subsidy,778.79,2023-10-19,2022-03-16
1526,8,AA016,family_allowance,811.44,2025-04-22,2023-10-06
1098,3,AA018,food_subsidy,117.59,2018-09-26,2025-01-22
1792,4,AA014,family_allowance,593.39,2025-11-18,2026-04-25
1662,2,AA005,family_allowance,1202.14,2021-09-20,2018-10-28
1182,5,AA018,family_allowance,1479.91,2020-07-21,
1417,7,AA015,food_subsidy,1070.68,2021-07-19,2025-07-20
1006,2,AA019,family_allowance,1782.12,2018-10-25,2023-08-22
1621,2,AA010,housing_support,1015.39,2025-05-30,2019-10-03
1225,3,AA013,food_subsidy,807.95,2025-02-10,2025-08-06
1988,6,AA001,food_subsidy,2199.44,2019-08-03,2018-01-21
1403,2,AA010,family_allowance,1895.91,2026-02-21,2022-08-18
1524,3,AA006,family_allowance,629.89,2020-11-01,2020-01-13
1818,1,AA018,housing_support,1647.22,2018-10-27,2018-10-03
1100,4,AA019,housing_support,2383.7,2022-01-02,2025-05-08
1240,2,AA010,food_subsidy,267.54,2020-03-03,2023-01-20
1336,5,AA019,family_allowance,1457.32,2022-02-01,2022-10-21
1252,4,AA014,housing_support,2116.26,2019-07-05,2021-09-20
1898,8,AA015,housing_support,960.98,2021-06-05,2019-03-22
1083,5,AA005,food_subsidy,571.44,2026-03-24,2018-11-10
1744,2,AA001,food_subsidy,1615.9,2024-07-11,2024-08-13
1217,1,AA018,housing_support,1404.33,2024-01-20,2019-09-01
1374,7,AA008,food_subsidy,1859.74,2021-04-06,2023-08-15
1522,2,AA013,housing_support,1305.2,2025-06-07,2024-11-20
1700,3,AA017,family_allowance,1170.93,2020-01-04,2024-05-06
1675,3,AA016,housing_support,197.01,2023-06-21,2020-12-18
1043,4,AA017,housing_support,1031.42,2023-02-06,2018-06-13
1854,5,AA019,food_subsidy,1468.38,2022-03-23,2022-02-05
1601,2,AA017,housing_support,1003.19,2020-07-01,2021-12-16
1353,8,AA016,food_subsidy,115.83,2019-07-24,2020-07-31
1287,4,AA005,family_allowance,477.66,2024-10-01,2019-04-30
1830,6,AA004,housing_support,1720.55,2023-05-17,2019-10-23
1853,7,AA001,family_allowance,203.55,2024-06-07,2019-07-06
1644,1,AA019,family_allowance,234.19,2020-11-23,
1529,7,AA020,food_subsidy,1630.29,2026-01-26,2021-03-07
1221,8,AA020,housing_support,2181.53,2019-11-30,2022-08-10
1615,3,AA019,family_allowance,1595.71,2023-09-24,2026-02-14
1350,8,AA020,food_subsidy,265.22,2022-03-30,2019-03-21
1207,7,AA005,food_subsidy,331.12,2023-05-04,
1039,2,AA003,housing_support,1682.54,2024-10-07,2018-01-05
1534,7,AA012,family_allowance,1774.34,2022-10-24,2023-05-29
1929,2,AA014,family_allowance,710.84,2020-08-10,
1085,5,AA020,food_subsidy,1080.75,2020-02-14,2018-01-30
1120,1,AA013,food_subsidy,593.0,2021-07-17,2019-03-13
1436,5,AA009,food_subsidy,1116.55,2022-02-06,2025-08-19
1406,4,AA014,food_subsidy,1981.09,2023-05-31,2024-04-09
1722,7,AA005,food_subsidy,385.81,2020-07-30,2025-11-04
1165,2,AA007,food_subsidy,1061.35,2021-10-18,2024-11-20
1723,1,AA006,housing_support,2414.97,2018-01-22,2019-08-19
1482,7,AA003,family_allowance,731.42,2022-02-27,2018-06-04
1410,5,AA020,family_allowance,2369.72,2019-12-19,2022-12-04
1010,4,AA017,housing_support,567.39,2024-09-21,2025-10-31
1173,1,AA012,family_allowance,1672.05,2019-10-07,2021-02-04
1409,6,AA013,housing_support,1506.59,2023-10-22,2025-11-22
1070,2,AA018,housing_support,1842.73,2024-04-09,
1356,6,AA009,family_allowance,1555.27,2020-03-07,2022-07-13
1588,1,AA009,family_allowance,1077.12,2019-03-13,2023-08-23
1822,5,AA018,food_subsidy,700.34,2022-12-19,
1788,4,AA011,housing_support,1735.83,2024-07-31,2023-05-29
1264,2,AA013,food_subsidy,1992.77,2020-06-21,2020-07-30
1819,6,AA014,housing_support,1339.61,2018-02-09,2020-12-14
1294,2,AA013,food_subsidy,1897.09,2021-11-01,2020-01-02
1362,4,AA019,housing_support,538.68,2025-08-30,
1510,4,AA008,food_subsidy,680.94,2020-12-23,2020-04-10
1364,3,AA004,family_allowance,2308.45,2025-07-31,
1782,1,AA016,housing_support,1589.6,2023-07-10,2024-06-11
1889,5,AA016,family_allowance,2462.55,2023-09-25,2020-06-28
1768,3,AA002,food_subsidy,2018.25,2023-05-14,
1355,7,AA006,housing_support,2443.62,2025-10-31,2021-07-16
1705,1,AA001,food_subsidy,605.81,2024-07-07,2022-01-21
1627,5,AA006,food_subsidy,730.84,2021-01-08,2024-11-16
1351,6,AA006,housing_support,1117.46,2022-09-13,2022-03-05
1373,7,AA009,housing_support,531.73,2019-06-22,
1234,2,AA009,family_allowance,1432.82,2022-04-10,2026-04-14
1153,8,AA001,family_allowance,1111.65,2019-07-05,
1869,6,AA016,housing_support,702.34,2024-05-14,2019-02-10
1167,1,AA007,housing_support,1243.69,2025-01-23,2021-10-02
1266,6,AA012,food_subsidy,1437.98,2020-11-21,2022-08-14
1203,3,AA010,housing_support,880.22,2023-09-22,2026-04-05
1474,3,AA006,food_subsidy,2038.52,2021-10-13,2024-11-13
1585,7,AA003,family_allowance,488.8,2020-07-23,2025-04-28
1298,5,AA020,food_subsidy,1049.09,2022-12-28,2022-01-27
1023,3,AA008,food_subsidy,703.95,2025-11-10,2020-05-12
1561,1,AA001,housing_support,1357.56,2018-12-07,2024-12-06
1159,2,AA013,housing_support,650.45,2026-04-10,2025-01-10
1134,3,AA001,family_allowance,1692.52,2021-08-25,2023-03-29
1998,5,AA018,housing_support,424.28,2025-10-28,2024-08-17
1611,8,AA019,housing_support,1356.3,2025-03-04,2021-11-23
1552,4,AA003,housing_support,838.88,2022-08-16,2021-05-28
1000,3,AA012,housing_support,1226.08,2018-02-04,2023-07-08
1488,5,AA001,housing_support,2015.12,2024-09-11,2018-01-30
1382,4,AA014,food_subsidy,1149.06,2020-10-20,2026-04-08
1399,7,AA008,housing_support,290.1,2025-01-05,2024-11-16
1826,5,AA010,food_subsidy,1883.02,2021-01-06,2018-10-08
1186,3,AA010,family_allowance,1628.54,2024-12-05,2025-11-09
1503,4,AA011,family_allowance,465.16,2024-01-01,2019-02-23
1128,8,AA001,family_allowance,316.47,2018-03-02,2021-11-01
1430,5,AA016,housing_support,1212.84,2018-05-10,2019-08-22
1057,5,AA013,family_allowance,1403.66,2020-01-14,2020-10-21
1786,4,AA013,housing_support,693.19,2018-05-18,2026-03-31
1096,4,AA016,housing_support,1735.46,2021-07-02,
1762,2,AA009,housing_support,1632.45,2020-03-24,2018-08-02
1241,7,AA011,family_allowance,501.66,2021-02-04,2022-06-10
1992,1,AA019,food_subsidy,1240.65,2024-09-08,2019-01-02
1511,2,AA020,housing_support,2334.04,2025-01-04,2021-12-27
1499,4,AA011,food_subsidy,1992.55,2021-11-23,2022-12-02
1750,4,AA001,food_subsidy,1006.65,2026-02-15,2018-06-11
1496,8,AA018,housing_support,1402.56,2023-07-01,2020-02-04
1749,8,AA009,food_subsidy,2294.74,2024-03-21,2023-12-16
1839,5,AA018,housing_support,1189.79,2025-02-26,2026-03-25
1189,1,AA020,housing_support,1962.44,2020-09-05,2018-09-17
1674,7,AA007,food_subsidy,1739.74,2024-03-08,2021-03-05
1656,6,AA004,family_allowance,1355.68,2018-10-01,2019-06-16
1032,4,AA004,housing_support,559.88,2018-05-11,2022-05-11
1604,5,AA002,housing_support,629.73,2026-01-19,2020-05-04
1950,2,AA015,food_subsidy,245.68,2024-04-04,2022-08-31
1841,6,AA002,food_subsidy,737.96,2018-06-16,2021-05-29
1079,4,AA017,family_allowance,342.94,2020-08-04,2020-02-16
1197,4,AA019,food_subsidy,2374.01,2024-04-06,2022-08-28
1719,7,AA004,family_allowance,2001.91,2024-03-02,2021-10-14
1955,6,AA011,food_subsidy,2479.51,2021-08-22,2022-08-16
1440,6,AA020,family_allowance,1451.55,2020-05-26,2024-03-03
1368,8,AA015,housing_support,100.47,2018-05-22,
1530,3,AA010,family_allowance,820.8,2020-06-27,2021-07-13
1022,5,AA018,food_subsidy,1435.18,2024-05-30,2018-06-04
1375,4,AA008,housing_support,2046.58,2019-01-12,2024-05-19
1751,2,AA011,housing_support,514.97,2025-09-25,2019-01-26
1307,1,AA019,housing_support,288.35,2018-08-18,
1342,6,AA014,housing_support,2332.59,2019-05-09,2020-07-17
1668,1,AA013,family_allowance,831.48,2018-06-18,2024-05-02
1226,3,AA002,food_subsidy,1855.79,2022-05-29,
1227,7,AA010,housing_support,455.23,2021-10-08,2024-05-29
1408,5,AA003,housing_support,1304.38,2025-10-29,2019-07-07
1492,4,AA016,housing_support,1665.4,2020-03-14,2026-04-02
1073,5,AA014,housing_support,1743.37,2024-06-17,2025-07-14
1195,6,AA012,food_subsidy,1672.98,2021-06-02,2021-12-03
1451,1,AA008,family_allowance,1744.86,2019-10-01,2018-12-18
1014,6,AA004,housing_support,1180.15,2018-04-04,2026-04-20
1208,5,AA018,housing_support,1595.3,2019-08-02,2025-06-30
1018,7,AA019,food_subsidy,1364.32,2020-11-12,2021-03-09
1277,1,AA015,food_subsidy,2368.42,2018-09-30,2021-01-16
1678,6,AA004,family_allowance,801.99,2025-04-13,2022-04-09
2000,2,AA011,housing_support,2180.25,2023-12-18,2020-03-25
1989,8,AA018,food_subsidy,151.57,2020-10-10,
1312,6,AA016,housing_support,1886.54,2018-03-17,2021-12-12
1363,5,AA008,food_subsidy,762.11,2018-09-11,2022-05-05
1911,1,AA018,housing_support,641.4,2021-10-31,2025-05-14
1089,7,AA017,food_subsidy,1569.88,2025-01-06,2022-09-06
1246,3,AA014,housing_support,2283.36,2021-09-10,2019-06-24
1211,3,AA019,food_subsidy,1741.72,2020-04-08,2021-06-19
1138,7,AA005,food_subsidy,2339.27,2019-10-10,2024-04-01
1545,2,AA006,housing_support,2114.85,2019-08-20,2021-07-29
1901,7,AA014,housing_support,1163.21,2025-02-21,
1626,5,AA020,food_subsidy,1569.67,2024-09-08,2025-09-16
1367,2,AA016,family_allowance,1305.58,2024-10-12,2025-04-14
1485,3,AA006,family_allowance,643.06,2022-08-01,2018-03-03
1276,7,AA008,food_subsidy,1711.21,2020-04-10,2018-09-28
1181,8,AA020,housing_support,1750.87,2023-02-18,2022-10-18
1414,1,AA020,food_subsidy,2078.39,2026-01-28,2024-11-09
1961,1,AA017,family_allowance,1183.86,2018-06-23,2020-10-03
1752,1,AA018,housing_support,1338.7,2025-01-27,
1847,5,AA015,family_allowance,1113.91,2024-11-16,
1925,3,AA015,food_subsidy,1184.08,2026-02-07,2020-01-07
1599,3,AA013,housing_support,876.31,2018-04-13,2024-08-14
1917,4,AA015,family_allowance,700.2,2025-10-04,2025-12-24
1735,2,AA003,family_allowance,1794.94,2025-02-10,2023-11-16
1523,3,AA013,food_subsidy,1013.46,2019-12-01,
1892,3,AA006,family_allowance,529.28,2025-12-26,2021-06-15
1316,8,AA010,food_subsidy,533.67,2019-06-23,
1003,5,AA001,housing_support,1294.31,2023-08-05,2018-01-24
1284,4,AA002,family_allowance,455.81,2025-04-29,2019-08-19
1683,5,AA011,family_allowance,217.68,2022-09-04,
1688,5,AA020,food_subsidy,1759.63,2024-09-02,2024-04-21
1466,6,AA002,family_allowance,1944.43,2021-08-15,2022-04-02
1069,7,AA018,family_allowance,802.8,2019-07-06,2021-01-29
1337,7,AA017,family_allowance,1769.99,2024-11-11,2024-05-29
1619,5,AA014,food_subsidy,2134.72,2020-11-29,2024-12-27
1949,3,AA020,food_subsidy,1291.35,2026-03-06,2023-07-11
1827,3,AA020,family_allowance,1800.61,2020-03-03,2018-04-09
1755,4,AA020,housing_support,1093.7,2021-09-29,2025-02-24
1206,5,AA009,family_allowance,838.65,2023-09-07,2018-01-26
1341,6,AA013,food_subsidy,1465.41,2018-04-30,2020-03-05
1346,8,AA016,family_allowance,1649.57,2023-05-27,2023-03-02
1885,6,AA015,housing_support,2326.7,2018-08-18,2021-05-11
1578,6,AA018,food_subsidy,144.92,2024-06-23,2021-12-19
1152,5,AA001,housing_support,2460.69,2025-01-10,2019-11-11
1584,7,AA006,food_subsidy,380.43,2021-06-16,2021-07-12
1278,7,AA003,housing_support,2204.92,2022-03-03,2021-05-24
1537,5,AA006,family_allowance,998.12,2018-06-03,2019-01-15
1494,3,AA007,housing_support,2316.73,2026-03-20,2021-06-25
1146,2,AA017,food_subsidy,2482.53,2020-04-20,2023-02-25
1954,1,AA020,family_allowance,899.9,2018-07-08,2025-05-23
1776,5,AA007,housing_support,581.33,2021-03-19,2021-07-31
1117,1,AA020,food_subsidy,1333.75,2020-04-26,2024-02-29
1144,5,AA019,family_allowance,511.06,2021-06-29,2021-10-19
1553,8,AA002,family_allowance,169.58,2025-07-29,2022-04-21
1401,3,AA020,food_subsidy,1610.73,2025-09-27,2024-11-29
1837,4,AA018,family_allowance,2436.84,2023-03-23,2019-01-16
1832,8,AA004,housing_support,844.94,2025-03-24,2023-03-22
1881,5,AA012,housing_support,540.05,2025-06-17,2021-08-23
1030,2,AA016,family_allowance,943.46,2023-03-05,2021-03-02
1130,2,AA013,food_subsidy,2012.22,2021-08-27,2018-10-18
1811,5,AA018,housing_support,1061.96,2022-08-21,2020-09-25
1213,7,AA014,food_subsidy,1989.58,2024-02-09,2019-12-10
1498,2,AA019,food_subsidy,1210.98,2024-03-23,2022-12-29
1180,5,AA013,family_allowance,1535.82,2025-09-08,2022-04-02
1506,1,AA003,family_allowance,2060.88,2024-07-06,
1651,1,AA005,food_subsidy,458.12,2023-12-17,2024-11-26
1210,6,AA010,food_subsidy,2006.43,2025-08-15,2022-11-16
1091,1,AA020,food_subsidy,1070.07,2019-06-07,2018-09-13
1922,1,AA001,food_subsidy,1444.07,2022-01-11,2021-03-01
1886,1,AA008,housing_support,1785.33,2022-06-03,2025-12-25
1391,7,AA013,housing_support,1408.29,2025-06-06,2019-07-24
1427,3,AA010,food_subsidy,401.32,2018-02-17,2018-03-06
1906,8,AA014,family_allowance,303.19,2025-03-15,2023-02-11
1915,7,AA020,family_allowance,1190.55,2022-10-04,2023-01-18
1190,7,AA020,family_allowance,1487.05,2026-03-13,2023-08-18
1420,6,AA002,family_allowance,1463.56,2025-11-27,2024-07-04
1984,2,AA005,food_subsidy,1855.1,2021-02-18,2018-11-17
1090,4,AA016,food_subsidy,1880.05,2025-07-02,2025-02-08
1593,5,AA020,family_allowance,2268.6,2024-01-01,2023-04-05
1361,5,AA010,family_allowance,184.78,2024-09-13,2026-02-25
1592,3,AA019,family_allowance,1675.17,2021-04-10,2025-01-01
1802,5,AA009,family_allowance,1577.91,2021-02-01,2018-02-28
1178,3,AA015,housing_support,2038.82,2020-12-06,2020-08-25
1148,3,AA016,housing_support,1948.88,2020-09-01,2026-02-21
1652,3,AA007,food_subsidy,1862.47,2021-11-14,2020-12-18
1053,3,AA015,housing_support,1242.96,2023-05-05,2023-12-22
1268,3,AA017,housing_support,128.47,2023-01-13,2021-07-17
1042,2,AA018,food_subsidy,949.19,2022-11-04,2025-04-24
1598,7,AA015,food_subsidy,1897.82,2026-03-27,2020-03-09
1532,6,AA006,housing_support,1414.27,2025-07-18,2018-10-06
1742,5,AA009,family_allowance,181.7,2024-12-12,2024-08-30
1672,4,AA020,food_subsidy,392.3,2019-05-07,2024-10-12
1384,3,AA004,food_subsidy,542.23,2021-04-21,2018-11-07
1283,7,AA011,housing_support,488.72,2018-10-31,2018-09-13
1397,6,AA002,housing_support,2393.45,2020-12-20,2018-10-12
1111,3,AA018,housing_support,624.13,2025-03-20,2022-12-14
1035,2,AA003,food_subsidy,1846.11,2023-01-01,2023-08-01
1680,7,AA009,family_allowance,1780.13,2022-05-22,2023-10-13
1446,7,AA003,food_subsidy,642.03,2022-04-24,
1698,5,AA013,family_allowance,1617.45,2025-04-04,2023-12-30
1983,6,AA003,housing_support,1925.09,2021-04-02,2019-12-25
1645,6,AA016,family_allowance,2224.51,2022-11-29,2019-07-28
1500,7,AA003,food_subsidy,1644.18,2023-08-09,2023-01-15
1347,1,AA011,food_subsidy,202.75,2019-04-30,2025-05-02
1238,2,AA002,food_subsidy,439.82,2025-05-02,2024-12-07
1467,3,AA019,family_allowance,2062.72,2019-03-12,2024-09-03
1064,4,AA014,housing_support,2047.65,2026-04-11,2021-08-21
1999,3,AA011,family_allowance,1934.15,2024-08-26,2018-09-16
1595,1,AA005,family_allowance,1998.53,2025-02-02,2019-10-09
1007,3,AA003,food_subsidy,1664.21,2021-03-08,2023-05-04
1708,3,AA007,family_allowance,1635.58,2023-11-13,2020-09-06
1642,5,AA012,housing_support,110.97,2020-08-23,2023-12-12
1370,4,AA015,food_subsidy,1682.39,2021-02-06,2019-04-07
1864,8,AA016,family_allowance,483.42,2018-06-26,2022-01-31
1291,4,AA014,housing_support,902.31,2023-01-31,2026-04-21
1804,1,AA016,food_subsidy,378.56,2020-08-21,2024-08-24
1333,7,AA007,food_subsidy,1724.45,2021-08-27,2019-03-28
1233,2,AA008,food_subsidy,1090.23,2020-03-30,2020-06-22
1465,3,AA013,housing_support,427.37,2026-01-27,2022-01-08
1582,1,AA009,family_allowance,366.66,2023-03-22,2019-12-03
1160,3,AA019,food_subsidy,2152.01,2018-12-21,2023-11-08
1605,8,AA015,housing_support,134.81,2022-10-20,2020-10-07
1253,6,AA014,food_subsidy,633.78,2024-08-20,
1935,1,AA014,family_allowance,196.14,2023-04-12,2023-08-28
1034,7,AA017,housing_support,1250.25,2025-10-24,2023-01-28
1507,4,AA003,food_subsidy,1907.39,2025-10-10,2020-06-11
1663,2,AA001,housing_support,1705.69,2019-10-25,2024-05-25
1024,8,AA015,family_allowance,2198.08,2022-07-19,2022-02-26
1475,1,AA003,housing_support,2244.24,2021-09-25,2021-04-29
1968,4,AA003,food_subsidy,2214.03,2026-04-02,
1372,1,AA004,housing_support,977.42,2024-12-10,2022-02-09
1572,2,AA018,food_subsidy,1956.58,2019-07-21,
